iter	RMSE
313	0.03226366556
314	0.03216660248
315	0.03211402253
316	0.03205509572
317	0.031944656
318	0.03189954647
319	0.03183411325
320	0.03176638528
321	0.03157590004
322	0.03148512921
323	0.0314435306
324	0.03135914288
325	0.03125789241
326	0.03118094474
327	0.0311350759
328	0.03103934148
329	0.03100387689
330	0.0309256694
331	0.03082825958
332	0.03078749002
333	0.03073240755
334	0.03067607199
335	0.03060107499
336	0.03055964257
337	0.03048880153
338	0.03045127928
339	0.0304067856
340	0.03029413112
341	0.03025142989
342	0.03021406877
343	0.03017881272
344	0.03008914863
345	0.03005904693
346	0.02995818014
347	0.0298127221
348	0.02969889738
349	0.02962443687
350	0.02953817803
351	0.02948363557
352	0.02942849914
353	0.02937873693
354	0.02932670496
355	0.02927044692
356	0.02921689568
357	0.02913771508
358	0.0290585383
359	0.02899706392
360	0.02881153585
361	0.02874475224
362	0.02867979034
363	0.02858546407
364	0.0284185695
365	0.02826897324
366	0.02813264798
367	0.02805693458
368	0.02791197194
369	0.02778998249
370	0.02770407632
371	0.02766549291
372	0.02760578975
373	0.02757419039
374	0.0275277482
375	0.02749781429
376	0.0274396623
377	0.02738597203
378	0.0273430485
379	0.02728819895
380	0.02723659042
381	0.02716232974
382	0.0270391931
383	0.02701677076
384	0.02700539268
385	0.0269566854
386	0.0269290903
387	0.02682874888
388	0.0267165908
389	0.02666712629
390	0.02662478547
391	0.02659916571
392	0.02656300704
393	0.02650140748
394	0.02642543162
395	0.0263901789
396	0.02632599022
397	0.02620097155
398	0.02615216377
399	0.02611809353
400	0.02607202082
401	0.02605322233
402	0.0260039881
403	0.02591420431
404	0.02582329988
405	0.02575504904
406	0.0256739146
407	0.02559449488
408	0.02547165497
409	0.02544253967
410	0.0253608722
411	0.02531432018
412	0.02527932707
413	0.0252493178
414	0.02520488863
415	0.02512917417
416	0.02506667747
417	0.02503240623
418	0.02495996778
419	0.02491824284
420	0.02487528679
421	0.02482839164
422	0.02478454923
423	0.02463461887
424	0.02459196282
425	0.02454294303
426	0.02448606087
427	0.02444674905
428	0.02440626073
429	0.02437236851
430	0.024340092
431	0.02433813905
432	0.02430614042
433	0.02419743049
434	0.02415350939
435	0.02412029992
436	0.02404732359
437	0.02402155177
438	0.0239751659
439	0.0239079874
440	0.02384039023
441	0.02381957531
442	0.02377139234
443	0.02371124443
444	0.02360170004
445	0.02354976901
446	0.02350714632
447	0.02345729907
448	0.02341787722
449	0.02336787312
450	0.02332205094
451	0.02328056342
452	0.02324885856
453	0.02317494715
454	0.02307149051
455	0.02302660697
456	0.02299006031
457	0.02289481282
458	0.0228648091
459	0.02284127728
460	0.02276978918
461	0.02270874559
462	0.02265792271
463	0.02262144454
464	0.02257866041
465	0.02253929517
466	0.02248460507
467	0.02243258596
468	0.02240056275
469	0.02235491096
470	0.02231309637
471	0.02227723567
472	0.02223210341
473	0.02214747735
474	0.02204536956
475	0.02198991194
476	0.02189543624
477	0.02184901577
478	0.02178241155
479	0.02176170961
480	0.02164169874
481	0.02159864279
482	0.02156711159
483	0.0215173838
484	0.02142358557
485	0.02139094043
486	0.02130698486
487	0.02127870037
488	0.02123847035
489	0.02119737518
490	0.02115563321
491	0.02110841713
492	0.02107075361
493	0.02103557588
494	0.02099890104
495	0.02092509644
496	0.02086552366
497	0.02076266818
498	0.02068352956
499	0.02066390985
500	0.02064465607
501	0.02057897136
502	0.02051578609
503	0.0204927845
504	0.0204455148
505	0.02041909742
506	0.02038624447
507	0.0203184777
508	0.02025050426
509	0.02019460463
510	0.02009749291
511	0.02005983442
512	0.02002892057
513	0.01998776423
514	0.01995469603
515	0.01993282521
516	0.01992487712
517	0.01983401683
518	0.01975184502
519	0.01972372848
520	0.01967394132
521	0.01964718376
522	0.01958954788
523	0.01951172741
524	0.01947993465
525	0.01945318455
526	0.01942275053
527	0.01934152666
528	0.01928929223
529	0.01923854258
530	0.01921162124
531	0.0191328063
532	0.01906335138
533	0.01903889749
534	0.01896949911
535	0.01890930342
536	0.01888112306
537	0.01882580888
538	0.01881642368
539	0.01874316328
540	0.01871746851
541	0.01866911902
542	0.01862911752
543	0.01858612812
544	0.01854940502
545	0.01852506228
546	0.01850134662
547	0.01844848267
548	0.01837892147
549	0.01835691489
550	0.01832298583
551	0.01831030144
552	0.01827665037
553	0.0182541861
554	0.0182397831
555	0.01821387646
556	0.01816989129
557	0.01815627221
558	0.01812489237
559	0.01810838467
560	0.01808795711
561	0.01804425141
562	0.01801967573
563	0.01801387198
564	0.01797923256
565	0.01792835128
566	0.01790743401
567	0.01780825533
568	0.01776001443
569	0.01771700414
570	0.0176890563
571	0.01762614132
572	0.01755113144
573	0.01750769049
574	0.01748953304
575	0.01744257019
576	0.01739585134
577	0.01732373311
578	0.01730272376
579	0.0172825714
580	0.01722687879
581	0.01721516249
582	0.01719758837
583	0.01717242685
584	0.01714205653
585	0.01705379833
586	0.01703231037
587	0.01699586244
588	0.0169819436
589	0.01695551031
590	0.01693713705
591	0.01690278515
592	0.01680601664
593	0.0167438686
594	0.01671713876
595	0.01665382526
596	0.01659419302
597	0.01653252165
598	0.01649109629
599	0.01643731474
600	0.01638129619
601	0.01631051081
602	0.01624676994
603	0.01622987136
604	0.01617903633
605	0.01613556453
606	0.01611536175
607	0.01609604025
608	0.01608374665
609	0.01603517865
610	0.01599246523
611	0.01595116542
612	0.01590934317
613	0.01589045819
614	0.01584506065
615	0.01582275244
616	0.01578426571
617	0.01574122988
618	0.0157170406
619	0.015696798
620	0.01567805885
621	0.01566998679
622	0.01562430896
623	0.01560608121
624	0.01558559943
625	0.01556239009
626	0.01555272809
627	0.01553650361
628	0.01551858511
629	0.01550124004
630	0.01546075052
631	0.01544215628
632	0.01538968959
633	0.01533409469
634	0.01531403606
635	0.01530026752
636	0.01528428171
637	0.01526631785
638	0.01523219722
639	0.01520856242
640	0.01517434822
641	0.01512357088
642	0.01508848957
643	0.01507205438
644	0.0150047268
645	0.01494670742
646	0.01493139372
647	0.01490889506
648	0.01488960389
649	0.01487150517
650	0.0148065395
651	0.01477464786
652	0.01476189023
653	0.01474022282
654	0.01468913617
655	0.01464356198
656	0.01462186163
657	0.01458056091
658	0.01455549206
659	0.01450700146
660	0.01445531661
661	0.01441514559
662	0.01438365834
663	0.01437275781
664	0.01436775643
665	0.01432764669
666	0.01431249012
667	0.01425183429
668	0.01418093063
669	0.01410899973
670	0.01409203264
671	0.01406317153
672	0.01404230984
673	0.01401584833
674	0.01397006845
675	0.01392194242
676	0.01389279994
677	0.01388298816
678	0.0138554527
679	0.01381244877
680	0.01378973872
681	0.01375786041
682	0.01373185411
683	0.01369859774
684	0.0136865069
685	0.01368013137
686	0.01366041802
687	0.01365592562
688	0.01364686801
689	0.01363115067
690	0.01362484934
691	0.01361400195
692	0.01360063745
693	0.01358588593
694	0.01357031125
695	0.01350840478
696	0.01348041957
697	0.01344685172
698	0.01343200829
699	0.0133910511
700	0.01335767548
701	0.01332175781
702	0.01326860491
703	0.01325569567
704	0.01323403185
705	0.01322372863
706	0.01317438418
707	0.01312457522
708	0.0131154428
709	0.01308642204
710	0.01307281441
711	0.01305837577
712	0.0130454384
713	0.01302191699
714	0.01299320909
715	0.01296961453
716	0.0129504271
717	0.01292957256
718	0.01289141396
719	0.01287954983
720	0.01285671107
721	0.01282681435
722	0.01282016189
723	0.01280981016
724	0.01277682684
725	0.01277056961
726	0.01273061907
727	0.01269611292
728	0.01267202569
729	0.01266171302
730	0.01264956505
731	0.01263528309
732	0.01262165209
733	0.01260516416
734	0.01254189191
735	0.01249037923
736	0.01248491891
737	0.01246326637
738	0.01244972725
739	0.01244031409
740	0.01240378251
741	0.01237052063
742	0.01232924967
743	0.01228420085
744	0.0122643746
745	0.01223346153
746	0.01220173777
747	0.01216231317
748	0.01211087156
749	0.01207058319
750	0.01204318876
751	0.01202232553
752	0.01201145797
753	0.01199745225
754	0.011984281
755	0.01194218589
756	0.01191641054
757	0.01189900047
758	0.01189064587
759	0.01187558303
760	0.0118531658
761	0.01183180842
762	0.01182083034
763	0.01181301091
764	0.01179966554
765	0.01178935827
766	0.0117728645
767	0.01174899769
768	0.01171544196
769	0.01169386241
770	0.01167732493
771	0.01166812506
772	0.01165536158
773	0.01160726336
774	0.01158425364
775	0.01157548552
776	0.01156716924
777	0.01155102133
778	0.01153512925
779	0.01151559731
780	0.01150901115
781	0.01149459688
782	0.01148805769
783	0.01147705541
784	0.01146473895
785	0.01144729926
786	0.01142449775
787	0.01141832279
788	0.01140262903
789	0.01137519201
790	0.01133636958
791	0.01133232128
792	0.01131809256
793	0.01131430523
794	0.01130578968
795	0.0112579896
796	0.01124651916
797	0.01123372529
798	0.01121635938
799	0.01118483303
800	0.01116981595
801	0.01115769195
802	0.01114054217
803	0.01111900379
804	0.01111107193
805	0.01110113074
806	0.01108865458
807	0.01103669117
808	0.0110092806
809	0.01098881339
810	0.01097467385
811	0.01095340939
812	0.01092259051
813	0.01091060279
814	0.01090741312
815	0.01089998743
816	0.01085127655
817	0.01083595105
818	0.01080476633
819	0.01079453434
820	0.01078442203
821	0.01076894178
822	0.01075257279
823	0.01073508075
824	0.01072649183
825	0.01071129741
826	0.01070106705
827	0.01068717642
828	0.01067026876
829	0.01065070367
830	0.01063431733
831	0.0106065382
832	0.01059062081
833	0.01057722763
834	0.0105629636
835	0.01055407076
836	0.0105357139
837	0.01052688569
838	0.0105147563
839	0.01049040268
840	0.01048006461
841	0.01047023228
842	0.0104546593
843	0.01040874843
844	0.01040178275
845	0.01038972176
846	0.01037011625
847	0.01034925312
848	0.01033451095
849	0.01030838855
850	0.01029363317
851	0.01027974521
852	0.01022637624
853	0.01019849026
854	0.01017905156
855	0.01016491088
856	0.01015104853
857	0.01014252579
858	0.01010798073
859	0.01008108115
860	0.01007424898
861	0.01006442006
862	0.01004593952
863	0.0100411952
864	0.01003664204
865	0.01002951672
866	0.01000463171
867	0.009999831886
868	0.009985588131
869	0.009960419377
870	0.009954150924
871	0.009935515026
872	0.009924533931
873	0.009917329035
874	0.009866781772
875	0.009845130383
876	0.009819881646
877	0.009785461772
878	0.00978106551
879	0.009744716548
880	0.009733267218
881	0.009718014236
882	0.009704290033
883	0.009688880951
884	0.009678664547
885	0.009651979543
886	0.009631318969
887	0.00962012026
888	0.00961162131
889	0.009591679791
890	0.009588791381
891	0.009569984007
892	0.009562678874
893	0.009553992128
894	0.009532806111
895	0.009488193995
896	0.009485343311
897	0.009453025611
898	0.009431736674
899	0.009412792447
900	0.009385269059
901	0.009372439104
902	0.009355235618
903	0.00932977386
904	0.009310208309
905	0.009290263412
906	0.009285659875
907	0.009272995658
908	0.00925687049
909	0.009245537653
910	0.009230610998
911	0.009223169563
912	0.009219153693
913	0.009211224852
914	0.009195902086
915	0.0091865611
916	0.009171156943
917	0.009155111772
918	0.009145487167
919	0.009125429672
920	0.009105380433
921	0.009096050417
922	0.009065749823
923	0.009027517134
924	0.009008886137
925	0.008996616039
926	0.008988252106
927	0.008969063717
928	0.008947982885
929	0.008915260577
930	0.00889644961
931	0.008878952693
932	0.008869356007
933	0.008856734976
934	0.008841319301
935	0.008822459341
936	0.008802213982
937	0.008778813864
938	0.008761325243
939	0.00875230787
940	0.008734501036
941	0.008721807192
942	0.008709765083
943	0.008681624087
944	0.008662786693
945	0.008645667487
946	0.008634088801
947	0.008620977698
948	0.008600331246
949	0.008587548067
950	0.008568970319
951	0.008558139982
952	0.008555322331
953	0.008534828007
954	0.008504505537
955	0.008465236393
956	0.008451098343
957	0.008440993263
958	0.008422528717
959	0.008416775494
960	0.008404989533
961	0.008376740404
962	0.008368515305
963	0.008348325187
964	0.008322099502
965	0.008310898539
966	0.008283414404
967	0.008265214924
968	0.008250394837
969	0.008237885275
970	0.0082132459
971	0.008207269362
972	0.008193218548
973	0.008174118507
974	0.00816706809
975	0.008151394722
976	0.00814612153
977	0.008126833093
978	0.008113766885
979	0.008101755932
980	0.008086585696
981	0.008072995426
982	0.008055878908
983	0.008043388117
984	0.008034275527
985	0.00802595877
986	0.008020516677
987	0.008007763541
988	0.007995958457
989	0.007984184326
990	0.00797651948
991	0.007962324186
992	0.007952687055
993	0.007929107398
994	0.007912462739
995	0.0079033603
996	0.007895210513
997	0.007885705928
998	0.007880929369
999	0.007867637706
