iter	RMSE
0	0.2835383334
1	0.2701987646
2	0.2572711712
3	0.2447139601
4	0.2324594082
5	0.2199154193
6	0.2098042622
7	0.2003297888
8	0.1914565787
9	0.1831572826
10	0.175088214
11	0.1678710765
12	0.1617091072
13	0.1561206282
14	0.1501958862
15	0.1451994871
16	0.1398649903
17	0.1336662491
18	0.1297419384
19	0.124546247
20	0.1209890007
21	0.11749619
22	0.1135886281
23	0.110967528
24	0.1083058336
25	0.1059386866
26	0.1035147865
27	0.1014133757
28	0.09937938864
29	0.09653103574
30	0.09397948642
31	0.09249511829
32	0.09107035796
33	0.08967603725
34	0.08836048491
35	0.087106968
36	0.08557388117
37	0.0836773382
38	0.08268635611
39	0.08164416328
40	0.08080538345
41	0.07999575461
42	0.07901069147
43	0.0782740609
44	0.07761208773
45	0.07701389769
46	0.07653141458
47	0.07584336353
48	0.07521972076
49	0.07477804682
50	0.07367782239
51	0.07313978399
52	0.07200868668
53	0.07168479359
54	0.07153118959
55	0.07102357039
56	0.07075121019
57	0.07034986106
58	0.07022172597
59	0.06996001431
60	0.06972852237
61	0.06961303952
62	0.06915882953
63	0.06823609915
64	0.06801984749
65	0.0679172272
66	0.0677582037
67	0.06675176453
68	0.06666007454
69	0.06637088705
70	0.06611644367
71	0.06550941831
72	0.06516265786
73	0.06508413824
74	0.0650047924
75	0.06487335215
76	0.06479445599
77	0.06440624677
78	0.06433303174
79	0.0640371805
80	0.06339807261
81	0.06334128055
82	0.06315378557
83	0.06304972553
84	0.0624841685
85	0.06182083905
86	0.06170571965
87	0.0616500026
88	0.06159283222
89	0.06092776649
90	0.06055282318
91	0.06029159214
92	0.06023543424
93	0.06019137475
94	0.06014313119
95	0.05958907718
96	0.05909218272
97	0.05904671515
98	0.05883986767
99	0.0587983345
100	0.058690934
101	0.0586353668
102	0.05844126834
103	0.05832225437
104	0.0581413925
105	0.05796565739
106	0.05775765354
107	0.05753260312
108	0.05748633102
109	0.05745139902
110	0.05709372594
111	0.05667490443
112	0.05637439741
113	0.05634526318
114	0.05608514743
115	0.05574657283
116	0.05538022072
117	0.05535135817
118	0.05533001889
119	0.05529072254
120	0.05523926395
121	0.05499690087
122	0.05496693847
123	0.05467661403
124	0.05461078834
125	0.05435634265
126	0.05433308954
127	0.05405902865
128	0.05371659758
129	0.05369569968
130	0.05350830717
131	0.05349170276
132	0.05328866535
133	0.05327214711
134	0.05299870695
135	0.05287483583
136	0.05285630919
137	0.05257217225
138	0.05236567242
139	0.05213079974
140	0.05197697561
141	0.05178827825
142	0.05172216011
143	0.05157539024
144	0.05152248403
145	0.05132973647
146	0.05126123963
147	0.05101647633
148	0.0509918987
149	0.05095514139
150	0.05091339379
151	0.05067353498
152	0.05046477495
153	0.05024961151
154	0.05006770268
155	0.04989548085
156	0.04983335889
157	0.04955123838
158	0.04942929466
159	0.04920667712
160	0.04894190604
161	0.04872916925
162	0.0485423698
163	0.04842357905
164	0.04831284247
165	0.04811685401
166	0.04792713453
167	0.04767765933
168	0.04747039222
169	0.04743596401
170	0.0472778475
171	0.04717082637
172	0.04695991699
173	0.04683302872
174	0.04666890996
175	0.04651699518
176	0.04638718773
177	0.04620053513
178	0.04606652307
179	0.04591376597
180	0.04589205415
181	0.04582532584
182	0.04553006168
183	0.04540030307
184	0.04527557654
185	0.04511235375
186	0.04499498313
187	0.04479139001
188	0.04477309769
189	0.04456982195
190	0.04449073731
191	0.04429024039
192	0.04427532266
193	0.04421250388
194	0.04416462412
195	0.04415073483
196	0.04399339458
197	0.04387853128
198	0.04373797207
199	0.04368277184
200	0.04349491139
201	0.04327983616
202	0.04316239943
203	0.04303438337
204	0.04294344561
205	0.04283769562
206	0.04279408381
207	0.04261218326
208	0.04255711059
209	0.04250107534
210	0.04245401584
211	0.04230145288
212	0.0421074411
213	0.04202574204
214	0.04200943292
215	0.04190411118
216	0.04181187574
217	0.04177190741
218	0.04151336483
219	0.04138872653
220	0.04127203959
221	0.04114645437
222	0.04110190115
223	0.04106281391
224	0.04098854719
225	0.04071015771
226	0.04063631471
227	0.04051915811
228	0.0403596153
229	0.04029145088
230	0.04016896188
231	0.04004071313
232	0.03986339716
233	0.0397868387
234	0.03974385951
235	0.03956894139
236	0.03953992006
237	0.03938354184
238	0.03934235073
239	0.03923382244
240	0.03912798013
241	0.03900353803
242	0.03892387446
243	0.03870817681
244	0.0385790807
245	0.03851289868
246	0.03838188939
247	0.03826940673
248	0.03808736559
249	0.03798118682
250	0.03790072455
251	0.03770835217
252	0.03753305224
253	0.03743184993
254	0.03733794963
255	0.03727140649
256	0.03717405675
257	0.03703774537
258	0.03698351402
259	0.03688933766
260	0.03685560218
261	0.0367962793
262	0.03671450403
263	0.03662039311
264	0.03656042488
265	0.03644413312
266	0.03632586972
267	0.03615194536
268	0.0360965088
269	0.03598067828
270	0.03590514414
271	0.03578878223
272	0.03569567689
273	0.03566588993
274	0.03558510912
275	0.03546298692
276	0.03537862475
277	0.03530015688
278	0.03522020032
279	0.03513699268
280	0.03508357806
281	0.03498394115
282	0.03492679937
283	0.03490056193
284	0.03471416203
285	0.03459716593
286	0.03457288693
287	0.03451828514
288	0.03451044022
289	0.03440573067
290	0.03430715756
291	0.03420124364
292	0.03413171101
293	0.03403619394
294	0.03396746477
295	0.03390095178
296	0.03382439558
297	0.03374076195
298	0.03372004838
299	0.03363091261
300	0.03362684702
301	0.03352320744
302	0.03336096372
303	0.03323624072
304	0.03313325179
305	0.0329320173
306	0.03286631043
307	0.03268297992
308	0.03261812222
309	0.03252333079
310	0.03246192312
311	0.03241144811
312	0.03236226118
